component,worker,rank,source_file,line_number,raw_log_line_pattern,candidate_metric_name,value,timestamp,metric_scope_interpretation,classification,source_kind,unit,avg,min,max,p50,p90,p95
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1631,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1632,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1633,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1634,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1635,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1636,Metric=sglang:num_prefill_bootstrap_queue_reqs; Description=The number of requests in the prefill bootstrap queue.,sglang:num_prefill_bootstrap_queue_reqs,0.0,,The number of requests in the prefill bootstrap queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1637,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1638,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1639,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1640,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1641,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1642,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1643,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1644,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1645,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1646,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1647,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1648,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1649,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1650,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1651,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1652,Metric=sglang:num_prefill_inflight_queue_reqs; Description=The number of requests in the prefill inflight queue.,sglang:num_prefill_inflight_queue_reqs,0.0,,The number of requests in the prefill inflight queue.,Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1653,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1654,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1655,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1656,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1657,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1658,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1659,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1660,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1661,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1662,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1663,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1664,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1665,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1666,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1667,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1668,Metric=sglang:num_queue_reqs; Description=The number of requests in the waiting queue.,sglang:num_queue_reqs,0.0,,"explicit SGLang queue/waiting-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1669,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2881,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1670,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,1.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2998,0.0,1.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1671,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2591,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1672,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2936,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1673,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3011,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1674,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2474,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1675,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2938,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1676,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,1.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.2756,0.0,1.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1677,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3502,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1678,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.4246,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1679,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.319,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1680,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3672,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1681,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3347,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=5;tp_rank=5;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1682,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3417,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=6;tp_rank=6;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1683,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.3066,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee18,dp_rank=7;tp_rank=7;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1684,Metric=sglang:num_running_reqs; Description=The number of running requests.,sglang:num_running_reqs,2.0,,"explicit SGLang running-request gauge; rank-export scope, not summed",Evidence,aiperf_server_metrics_csv_aggregate,requests,0.4151,0.0,2.0,0.0,1.0,1.0
decode,694d9fdfb4d8ee1b,dp_rank=0;tp_rank=0;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1685,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=1;tp_rank=1;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1686,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=2;tp_rank=2;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1687,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=3;tp_rank=3;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1688,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
decode,694d9fdfb4d8ee1b,dp_rank=4;tp_rank=4;pp_rank=0,data/raw/h200_gpu_resident_mtp/conc8/result/9017979109/conc_8/aiperf_artifacts/server_metrics_export.csv,1689,Metric=sglang:num_unique_running_routing_keys; Description=Number of unique routing keys in running batch.,sglang:num_unique_running_routing_keys,0.0,,Number of unique routing keys in running batch.,Evidence,aiperf_server_metrics_csv_aggregate,,0.0,0.0,0.0,0.0,0.0,0.0
